path,filename,folder,extension,word_count,line_count,md5,contains_authority_language,contains_runtime_language,likely_category,proposed_status,duplicate_filename_group,exact_duplicate_group
docs/sprints/S0_engine_hardening_issue_import.md,S0_engine_hardening_issue_import.md,docs/sprints,.md,264,70,3ea4d26b64c6bb1e9c5047da28771fa8,no,yes,docs-general,historical,,
evidence/phase-d/d2/agent-view-fixtures/fixture_set_v1/README.md,README.md,evidence/phase-d/d2/agent-view-fixtures/fixture_set_v1,.md,393,86,712d597e3b3a7cf930ebd938039f267d,no,no,root-or-other,historical,README.md,
logs/u2-live-proof/RUN_NOTES.md,RUN_NOTES.md,logs/u2-live-proof,.md,156,22,48394f405189ee5847ea7e90b585257f,yes,no,root-or-other,historical,,
ops/PHASE_E1_SMOKE_CHECKS.md,PHASE_E1_SMOKE_CHECKS.md,ops,.md,163,54,c6983a7b5d68a22ce63757a9fa51d2ae,no,no,root-or-other,historical,,
ops/PHASE_E1_SMOKE_CHECK_CARD.md,PHASE_E1_SMOKE_CHECK_CARD.md,ops,.md,1143,266,8039ce8dbc1e0c3aa6b394531fda56ce,no,no,root-or-other,historical,,
ops/PHASE_E_DAY1_LOG.md,PHASE_E_DAY1_LOG.md,ops,.md,794,151,509bac55998f0a9998e876eb00664dde,no,yes,root-or-other,historical,,
ops/PHASE_E_STATUS.md,PHASE_E_STATUS.md,ops,.md,747,149,40213068f3566c16f6ddcb4cb5971029,no,no,root-or-other,historical,,
prompts/pass-1-structural-diagnostic.md,pass-1-structural-diagnostic.md,prompts,.md,422,128,63926ba97aa05bb21e3a191b59dcf5e6,no,yes,root-or-other,historical,,
runs/pass1-calibration-001/PHASE_2_7_REAL_RUN_01.md,PHASE_2_7_REAL_RUN_01.md,runs/pass1-calibration-001,.md,557,137,090fedad4cf991be2a201a2bcbcf4fc5,no,yes,root-or-other,historical,PHASE_2_7_REAL_RUN_01.md,
runs/pass1-calibration-001/pass1_output.md,pass1_output.md,runs/pass1-calibration-001,.md,3190,190,849d321a3e5e667d4c83548b760f01dc,no,yes,root-or-other,historical,,
runs/pass1-calibration-001/scorecard.md,scorecard.md,runs/pass1-calibration-001,.md,1325,144,59757b2301f622324f32faff67045d3a,no,yes,root-or-other,historical,,59757b2301f622324f32faff67045d3a
scripts/README.md,README.md,scripts,.md,905,227,874213980d5d3f546660da3874a91860,no,no,root-or-other,historical,README.md,
scripts/apply-remote-migration.md,apply-remote-migration.md,scripts,.md,285,72,2816a6d7626ff19413dcdc54c5166e23,no,no,root-or-other,historical,,
scripts/load-canon.README.md,load-canon.README.md,scripts,.md,94,36,c1f8d06d8c1f7874b44f42c43045daa3,yes,no,root-or-other,historical,,
tests/anchors/PHASE21_DB_VERIFICATION_RUNBOOK.md,PHASE21_DB_VERIFICATION_RUNBOOK.md,tests/anchors,.md,591,171,0634bea87f2ddca72cd50a97c59d5134,no,no,runbook,runbook,,
tests/fixtures/gate-replay/README.md,README.md,tests/fixtures/gate-replay,.md,68,15,95231438aaa0baa33a10a9bf4fa34043,no,no,root-or-other,historical,README.md,
tests/fixtures/sipoc/README.md,README.md,tests/fixtures/sipoc,.md,152,56,c4b1d8b316d38be5f6ea409bcd912e71,no,yes,root-or-other,historical,README.md,
